property_type,society,sector,price,price_per_sqrt,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
house,unitech uniworld resorts,sector 33,8.0,17778.0,6,5,3+,4.0,Relatively New,4500.0,0,0,0,0,0,1,0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,landmark the residency,sector 103,0.9,6666.0,2,2,2,1.0,Relatively New,1222.0,0,0,0,0,0,1,44,"28.4949° N, 77.9845° E",28.4949,77.9845
house,independent,sector 1,4.75,10556.0,6,7,0,4.0,Moderately Old,4500.0,0,0,0,0,0,1,0,"28.5176° N, 77.0454° E",28.5176,77.0454
flat,ireo uptown,sector 66,1.32,11442.0,2,2,2,6.0,Relatively New,1048.0,0,0,0,0,0,1,45,"28.3925° N, 77.0541° E",28.3925,77.0541
house,independent,sector 70a,2.1,3889.0,3,2,1,3.0,New Property,667.0,0,0,0,0,0,1,0,"28.3845° N, 77.0226° E",28.3845,77.0226
house,independent,sector 3,0.6,6000.0,1,1,0,1.0,Old Property,1000.0,0,0,0,0,0,1,0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,orchid petals,sector 49,2.35,11559.0,3,3,3,15.0,Relatively New,2030.0,0,0,0,0,1,1,49,"28.4121° N, 77.0480° E",28.4121,77.048
flat,shapoorji pallonji joyville gurugram,sector 102,2.03,12000.0,3,3,2,1.0,New Property,1337.0,0,0,0,0,0,1,67,"28.4750° N, 77.9715° E",28.475,77.9715
house,independent,sector 4,3.2,14222.0,3,3,2,2.0,Old Property,2250.0,0,0,0,0,0,1,13,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,smart world gems,sector 89,0.95,8903.0,2,2,2,1.0,New Property,804.0,1,0,0,0,0,1,122,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,dlf the ultima,sector 81,3.25,11805.0,4,4,3+,11.0,Moderately Old,2491.0,0,1,0,0,0,1,28,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,ramprastha primera,sector 37d,1.08,6000.0,3,3,3,9.0,Relatively New,1700.0,0,0,0,0,0,1,158,"28.4478° N, 77.9703° E",28.4478,77.9703
flat,hero homes,sector 104,1.35,9565.0,3,2,2,18.0,New Property,1094.0,0,0,0,0,0,1,49,"28.4788° N, 76.9960° E",28.4788,76.996
flat,raheja vedaanta,sector 108,0.85,4637.0,3,3,2,2.0,Relatively New,1500.0,0,1,0,0,0,1,65,"28.5134° N, 77.9830° E",28.5134,77.983
flat,krrish florence estate,sector 70,1.25,6703.0,3,3,3,18.0,Under Construction,1688.0,0,0,0,0,0,1,51,"28.3968° N, 77.0233° E",28.3968,77.0233
house,independent,sector 3 phase 2,1.0,11111.0,3,4,2,2.0,Relatively New,900.0,0,0,0,0,0,1,0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,unitech fresco,sector 50,1.82,9912.0,3,3,3+,14.0,Moderately Old,1830.0,0,0,0,0,1,0,174,"28.4178° N, 77.0628° E",28.4178,77.0628
house,independent,sector 28,0.7,8101.0,2,2,0,2.0,Old Property,864.0,0,0,0,0,0,1,7,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,pivotal riddhi siddhi,sector 99,0.5,8517.0,2,1,2,7.0,New Property,652.0,0,0,0,0,0,1,24,"28.4640° N, 77.9614° E",28.464,77.9614
flat,m3m heights,sector 65,1.99,15793.0,2,2,2,26.0,Relatively New,1140.0,0,0,0,0,0,1,48,"28.4030° N, 77.0690° E",28.403,77.069
flat,emaar digihomes,sector 62,2.45,16000.0,2,2,2,7.0,New Property,1200.0,1,0,0,0,0,2,174,"28.4139° N, 77.0886° E",28.4139,77.0886
house,surendra homes dayaindependentd colony,sector 6,0.75,15625.0,4,4,2,1.0,Moderately Old,480.0,0,0,0,0,0,1,0,"28.4745° N, 77.0262° E",28.4745,77.0262
flat,sare homes,sector 92,1.19,5219.0,4,3,3,14.0,Relatively New,2533.0,0,1,0,0,0,1,100,"28.4079° N, 77.9153° E",28.4079,77.9153
flat,m3m the marina,sector 68,1.32,8759.0,2,2,3,15.0,Relatively New,1364.0,1,0,0,0,0,1,120,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,lotus homz,sector 111,0.7,10057.0,2,2,2,8.0,Relatively New,773.0,0,0,0,0,0,1,68,"28.5238° N, 77.0320° E",28.5238,77.032
flat,whiteland  the aspen,sector 76,3.5,11917.0,3,4,3,8.0,New Property,2937.0,0,0,0,0,0,1,0,"28.3935° N, 77.9888° E",28.3935,77.9888
house,uppal southend,sector 49,4.4,15278.0,6,6,3,3.0,Moderately Old,2880.0,1,1,1,1,0,2,110,"28.4121° N, 77.0480° E",28.4121,77.048
flat,ats tourmaline,sector 109,2.1,8123.0,3,4,3+,11.0,Relatively New,2100.0,0,1,0,0,0,0,165,"28.5073° N, 77.0089° E",28.5073,77.0089
house,suncity avenue 76,sector 76,0.75,10067.0,2,2,2,11.0,New Property,745.0,0,0,0,0,0,1,40,"28.3935° N, 77.9888° E",28.3935,77.9888
flat,experion the heartsong,sector 108,1.02,7950.0,2,3,3,4.0,Relatively New,1283.0,1,0,0,0,0,1,112,"28.5134° N, 77.9830° E",28.5134,77.983
flat,emaar gurgaon greens,sector 102,1.35,8181.0,3,3,3,5.0,Relatively New,1315.0,0,1,0,0,0,1,119,"28.4750° N, 77.9715° E",28.475,77.9715
flat,ats kocoon,sector 109,2.2,10501.0,3,4,3,13.0,Relatively New,1860.0,0,1,0,0,0,1,165,"28.5073° N, 77.0089° E",28.5073,77.0089
house,independent,sector 3,0.9,8929.0,3,3,0,2.0,Old Property,112.0,0,0,0,0,0,1,0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,m3m heights,sector 65,2.01,13500.0,2,2,3,8.0,New Property,1482.0,1,0,0,0,0,1,44,"28.4030° N, 77.0690° E",28.403,77.069
flat,tulip violet,sector 69,1.2,10909.0,2,3,0,0.0,Relatively New,1100.0,0,0,0,0,0,1,54,"28.3966° N, 77.0341° E",28.3966,77.0341
house,unitech nirvana birch court,sector 50,7.1,31430.0,3,3,3,1.0,Moderately Old,2259.0,0,1,0,0,0,1,49,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,signature global city 81,sector 81,0.8,14652.0,2,2,2,4.0,Relatively New,607.0,1,0,0,0,0,1,36,"28.3867° N, 76.9485° E",28.3867,76.9485
house,independent,sector 10a,4.25,17955.0,4,3,2,1.0,Moderately Old,2367.0,0,0,0,0,0,1,0,"28.4469° N, 77.0106° E",28.4469,77.0106
flat,ansal api sushant estate,sector 52,0.29,11600.0,1,1,0,0.0,Moderately Old,278.0,0,0,0,0,0,0,49,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,m3m latitude,sector 65,4.7,19747.0,3,3,3+,9.0,Relatively New,2380.0,0,1,0,1,0,0,44,"28.4030° N, 77.0690° E",28.403,77.069
flat,ss the leaf,sector 85,1.98,8256.0,3,4,3,12.0,Relatively New,2399.0,0,0,1,0,0,1,174,"28.4042° N, 77.9513° E",28.4042,77.9513
flat,m3m merlin,sector 67,3.4,14418.0,3,4,3,17.0,Relatively New,2134.0,0,1,0,0,0,0,174,"28.3859° N, 77.0608° E",28.3859,77.0608
house,dlf city plots phase 2,sector 25,10.75,29861.0,9,9,3+,3.0,Old Property,3600.0,0,1,1,1,0,1,73,"28.4844° N, 77.0860° E",28.4844,77.086
flat,orris aster court premier,sector 85,1.45,6839.0,3,4,2,3.0,New Property,1616.0,0,1,0,0,0,1,16,"28.4042° N, 77.9513° E",28.4042,77.9513
flat,m3m woodshire,sector 107,0.9,6588.0,2,2,3+,14.0,New Property,1236.0,0,0,0,0,0,1,67,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,la vida by tata housing,sector 113,1.55,11654.0,2,2,3,2.0,New Property,1276.0,0,0,0,0,0,1,174,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,shree vardhman flora,sector 90,0.8,5925.0,2,3,2,0.0,Relatively New,1350.0,0,0,0,0,0,1,60,"28.4085° N, 77.9369° E",28.4085,77.9369
flat,godrej oasis,sector 88a,1.45,8082.0,3,3,3,12.0,Relatively New,1993.0,0,0,0,0,0,1,49,"28.4347° N, 77.9557° E",28.4347,77.9557
flat,vatika gurgaon,sector 83,0.98,8166.0,2,2,3,5.0,Relatively New,1300.0,0,0,0,0,0,0,96,"28.3986° N, 77.9647° E",28.3986,77.9647
flat,sare homes,sector 92,0.71,5354.0,3,3,3,2.0,Relatively New,1473.0,0,0,0,1,0,1,108,"28.4079° N, 77.9153° E",28.4079,77.9153
house,independent,sector 14,3.5,18088.0,6,4,2,2.0,Old Property,1935.0,0,0,0,0,1,0,27,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,mapsko mount ville,sector 79,1.28,8557.0,3,3,3,16.0,Relatively New,1265.0,1,0,0,0,0,0,128,"28.3624° N, 76.9787° E",28.3624,76.9787
house,independent,sector 9,3.4,12938.0,9,9,3,3.0,Moderately Old,2628.0,0,0,0,0,0,0,61,"28.4603° N, 77.0000° E",28.4603,77.0
flat,essel tower,sector 28,2.2,12500.0,3,4,3+,3.0,Moderately Old,1956.0,0,1,0,0,0,2,0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,signature global city,sector 37d,1.0,8160.0,3,3,3,4.0,Relatively New,1250.0,0,0,0,0,0,1,49,"28.4478° N, 77.9703° E",28.4478,77.9703
flat,conscient heritage max,sector 102,3.0,10489.0,4,4,3+,7.0,Relatively New,3178.0,0,0,0,0,1,0,65,"28.4750° N, 77.9715° E",28.475,77.9715
house,independent,sector 26,6.75,27778.0,3,3,3,2.0,Moderately Old,2430.0,0,0,0,0,0,1,27,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,bptp terra,sector 37d,1.45,8006.0,3,3,3,9.0,Relatively New,1639.0,0,0,0,0,0,1,107,"28.4478° N, 77.9703° E",28.4478,77.9703
flat,suncity vatsal valley,gwal pahari,1.45,10139.0,3,3,3,4.0,Under Construction,1430.0,0,0,0,0,0,1,49,"28.4338° N, 77.1468° E",28.4338,77.1468
flat,"m m residency, krishna colony, gurgaon",sector 7,0.54,5888.0,2,2,1,3.0,Relatively New,1000.0,0,0,0,0,0,1,70,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,smart world orchard,sector 61,2.55,15644.0,3,3,2,4.0,New Property,1630.0,0,0,0,0,1,1,30,"28.4050° N, 77.0963° E",28.405,77.0963
house,independent,sector 14,5.5,16975.0,5,4,2,2.0,Old Property,3240.0,1,0,0,0,0,1,27,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,experion the heartsong,sector 108,0.9,7014.0,2,3,3,2.0,Relatively New,978.23,0,1,0,0,0,1,94,"28.5134° N, 77.9830° E",28.5134,77.983
flat,signature global solera,sector 107,0.27,5521.0,2,2,2,0.0,Relatively New,543.0,0,0,0,0,0,1,45,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,dlf icon,sector 43,5.8,20707.0,4,4,3+,18.0,Old Property,2801.0,0,0,0,0,0,1,0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,ss residency,sector 12,0.53,4818.0,3,3,2,2.0,Relatively New,995.0,0,0,0,0,0,0,14,"28.4723° N, 77.0320° E",28.4723,77.032
flat,vatika independent floors,sector 82,1.45,8056.0,4,3,0,1.0,Relatively New,1800.0,0,0,0,0,0,1,50,"28.3935° N, 76.9600° E",28.3935,76.96
house,naman residency,sector 4,0.5,11111.0,2,2,2,2.0,New Property,450.0,1,1,0,1,1,1,14,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,tulip violet,sector 69,1.4,8871.0,3,3,2,11.0,Relatively New,1428.0,0,0,0,1,0,1,126,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,ss the leaf,sector 85,1.31,7987.0,2,2,2,5.0,Relatively New,1822.0,0,1,0,0,0,1,89,"28.4042° N, 77.9513° E",28.4042,77.9513
flat,vatika gurgaon,sector 83,1.18,6801.0,3,3,2,14.0,Relatively New,1618.0,0,0,0,0,0,1,26,"28.3986° N, 77.9647° E",28.3986,77.9647
flat,dlf the skycourt,sector 86,1.35,6998.0,3,3,1,9.0,Relatively New,1746.0,0,0,0,0,0,1,119,"28.3986° N, 77.9384° E",28.3986,77.9384
house,independent,sector 43,8.5,31481.0,5,5,3,3.0,Moderately Old,2700.0,0,1,0,0,0,0,113,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,bptp astaire gardens,sector 70a,1.8,9350.0,3,3,3,3.0,Relatively New,1925.0,1,0,0,0,0,1,135,"28.3845° N, 77.0226° E",28.3845,77.0226
house,independent,sector 6,0.75,10518.0,2,4,1,3.0,Moderately Old,713.0,0,0,0,0,0,1,62,"28.4745° N, 77.0262° E",28.4745,77.0262
flat,sare petioles,sector 92,1.22,5250.0,4,3,3,9.0,Under Construction,2093.0,0,1,0,0,0,1,99,"28.4079° N, 77.9153° E",28.4079,77.9153
flat,smart world gems,sector 89,1.16,10500.0,3,2,3,1.0,New Property,998.0,1,0,0,0,0,1,49,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,elan the presidential,sector 106,6.3,15384.0,5,6,3+,10.0,Under Construction,3797.0,0,0,0,0,0,0,62,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,irwo westend towers,sector 47,0.65,12059.0,1,1,2,3.0,Old Property,599.0,0,0,0,0,0,1,56,"28.4276° N, 77.0492° E",28.4276,77.0492
flat,m3m soulitude,sector 89,1.25,8784.0,3,3,2,3.0,New Property,1581.0,1,0,0,0,0,1,49,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,mahindra aura,sector 110,1.8,8814.0,3,3,3+,7.0,Relatively New,1850.0,0,1,0,0,0,0,136,"28.5145° N, 77.0197° E",28.5145,77.0197
house,spaze privy,sector 72,3.09,6981.0,5,5,3+,14.0,Relatively New,3653.0,0,1,0,0,0,0,33,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,the close north,sector 50,2.7,10364.0,3,3,3+,6.0,Moderately Old,2400.0,0,1,0,0,0,1,174,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,tulip violet,sector 69,1.75,8882.0,4,4,1,12.0,Relatively New,1783.0,0,0,0,0,0,1,86,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,cghs rail vihar,sector 15,1.4,10769.0,4,3,3,3.0,Old Property,1444.0,0,0,0,0,0,0,81,"28.4621° N, 77.0464° E",28.4621,77.0464
flat,bestech park view residency,sector 2,1.01,7137.0,2,2,3,0.0,Moderately Old,1281.0,0,0,0,0,0,1,92,"28.5095° N, 77.0320° E",28.5095,77.032
house,emaar mgf marbella,sector 66,11.0,33951.0,5,6,3+,2.0,New Property,3240.0,1,1,1,1,0,0,153,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,pyramid urban homes 2,sector 86,0.43,8582.0,2,2,1,6.0,New Property,557.0,1,0,0,0,0,1,92,"28.3986° N, 77.9384° E",28.3986,77.9384
flat,shapoorji pallonji joyville gurugram,sector 102,1.1,12181.0,2,2,1,8.0,Relatively New,817.0,0,0,0,0,0,1,105,"28.4750° N, 77.9715° E",28.475,77.9715
flat,bptp terra,sector 37d,1.71,7804.0,3,3,3+,7.0,Relatively New,2191.0,1,0,0,0,0,1,38,"28.4478° N, 77.9703° E",28.4478,77.9703
flat,la vida by tata housing,sector 113,1.93,12222.0,3,3,2,8.0,Under Construction,1429.0,0,0,0,0,0,1,71,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,sare homes,sector 92,0.58,4098.0,3,3,3,3.0,New Property,1281.0,0,0,0,0,0,1,54,"28.4079° N, 77.9153° E",28.4079,77.9153
house,dlf city plots phase 2,sector 25,6.5,36111.0,5,5,3+,3.0,Old Property,1800.0,1,1,1,1,0,0,134,"28.4844° N, 77.0860° E",28.4844,77.086
flat,shree vardhman victoria,sector 70,1.62,8307.0,3,5,3,9.0,Relatively New,1527.0,0,1,0,0,0,1,43,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,bestech park view spa next,sector 67,2.35,12144.0,3,4,3+,14.0,Moderately Old,1751.0,0,1,0,0,0,0,156,"28.3859° N, 77.0608° E",28.3859,77.0608
house,independent,sector 40,5.0,21124.0,9,9,3+,3.0,Moderately Old,2367.0,0,1,1,0,0,0,83,"28.4498° N, 77.0567° E",28.4498,77.0567
flat,experion windchants,sector 112,3.0,11538.0,3,3,2,2.0,Relatively New,2600.0,0,0,0,0,1,0,49,"28.5282° N, 77.0176° E",28.5282,77.0176
flat,vatika city,sector 49,1.72,7818.0,3,3,2,2.0,Old Property,2444.0,0,0,0,0,0,0,144,"28.4121° N, 77.0480° E",28.4121,77.048
flat,orris carnation residency,sector 85,0.8,4857.0,3,4,3,4.0,Relatively New,1390.0,0,1,0,0,0,0,40,"28.4042° N, 77.9513° E",28.4042,77.9513
flat,satya element one,sector 49,0.94,14009.0,1,2,2,2.0,Moderately Old,746.0,0,0,0,0,0,1,0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,m3m sierra 68,sector 68,1.13,9076.0,2,2,3,9.0,Relatively New,1130.0,0,0,0,0,0,0,149,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,signature global solera,sector 107,0.4,6644.0,2,2,1,7.0,Relatively New,577.0,0,0,0,0,0,0,55,"28.5052° N, 76.9729° E",28.5052,76.9729
house,independent,sector 55,1.45,26852.0,1,4,3+,4.0,Relatively New,60.0,0,0,1,0,0,1,70,"28.4281° N, 77.1100° E",28.4281,77.11
house,independent,sector 26,4.5,33333.0,3,3,2,2.0,Old Property,1350.0,0,0,0,1,0,0,58,"28.4757° N, 77.1032° E",28.4757,77.1032
house,independent,sector 24,10.0,25543.0,8,10,3+,1.0,Old Property,3915.0,0,0,0,0,0,1,0,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,mapsko royale ville,sector 82,0.97,5418.0,3,4,2,16.0,Relatively New,1620.0,0,1,0,0,0,1,95,"28.3935° N, 76.9600° E",28.3935,76.96
flat,shapoorji pallonji joyville gurugram,sector 102,1.3,17691.0,2,2,3,0.0,Relatively New,1009.0,0,0,1,0,0,1,125,"28.4750° N, 77.9715° E",28.475,77.9715
flat,chintels paradiso,sector 109,1.97,7490.0,4,4,2,11.0,Relatively New,2380.0,0,1,0,1,0,1,49,"28.5073° N, 77.0089° E",28.5073,77.0089
house,independent,sector 47,4.6,26620.0,2,6,3+,4.0,Moderately Old,1728.0,0,0,0,0,0,2,51,"28.4276° N, 77.0492° E",28.4276,77.0492
flat,ambience creacions,sector 22,2.0,14492.0,2,2,2,9.0,Relatively New,1533.0,0,0,0,0,0,1,49,"28.5072° N, 77.0640° E",28.5072,77.064
flat,shree vardhman victoria,sector 70,1.1,8461.0,2,2,2,8.0,Relatively New,1444.0,0,0,0,0,0,1,101,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,aipl zen residences,sector 70a,1.75,10257.0,3,4,3+,20.0,Relatively New,1706.0,0,0,0,0,1,2,49,"28.3845° N, 77.0226° E",28.3845,77.0226
house,palam vihar extension west zone rwa,sector 2,0.65,5777.0,2,2,1,1.0,Moderately Old,1125.0,0,0,1,0,0,1,23,"28.5095° N, 77.0320° E",28.5095,77.032
flat,smart world orchard,sector 61,1.6,13913.0,2,2,2,3.0,New Property,1278.0,1,0,0,0,0,1,122,"28.4050° N, 77.0963° E",28.405,77.0963
flat,alpha corp gurgaonone,sector 84,2.2,6406.0,4,4,3+,15.0,Relatively New,3108.0,0,1,0,0,0,1,97,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,experion windchants,sector 112,3.4,12134.0,3,3,2,14.0,Relatively New,2225.56,0,0,0,0,0,0,159,"28.5282° N, 77.0176° E",28.5282,77.0176
flat,emaar gurgaon greens,sector 102,1.3,7878.0,3,3,3,4.0,Relatively New,1315.0,0,1,0,0,0,0,125,"28.4750° N, 77.9715° E",28.475,77.9715
flat,ss the leaf,sector 85,1.75,7267.0,3,4,3,8.0,Relatively New,2179.0,0,1,0,0,0,1,49,"28.4042° N, 77.9513° E",28.4042,77.9513
flat,smart world orchard,sector 61,2.41,14785.0,3,3,3,2.0,New Property,1630.0,0,0,0,0,0,1,61,"28.4050° N, 77.0963° E",28.405,77.0963
flat,lord krishna,sector 12,2.7,8571.0,4,3,3,6.0,Relatively New,3150.0,0,0,0,0,0,1,0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,bestech park view grand spa,sector 81,2.4,9022.0,3,4,3+,8.0,New Property,2407.0,1,1,0,0,0,0,167,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,elan mercado,sector 80,0.85,12408.0,1,1,1,15.0,Relatively New,761.0,0,0,0,0,0,1,60,"28.3659° N, 76.9557° E",28.3659,76.9557
house,independent,sector 43,7.85,29074.0,9,9,3+,3.0,Relatively New,2700.0,1,1,0,1,1,2,49,"28.4629° N, 77.0772° E",28.4629,77.0772
house,independent,sector 37,4.75,28788.0,3,3,3,2.0,Moderately Old,1650.0,0,0,1,0,0,0,96,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,ambience lagoon,sector 24,4.25,13281.0,3,4,3+,3.0,Old Property,3201.0,0,1,0,1,0,0,143,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,central park flower valley aqua front towers,sector 33,2.0,11179.0,3,3,3+,8.0,New Property,1619.0,0,0,0,0,0,1,23,"28.4420° N, 77.0207° E",28.442,77.0207
flat,la vida by tata housing,sector 113,2.85,12855.0,3,3,3+,10.0,New Property,2006.0,0,1,0,0,0,1,72,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,ats triumph,sector 104,2.5,7936.0,4,4,3+,14.0,New Property,2851.0,0,1,0,0,0,1,21,"28.4788° N, 76.9960° E",28.4788,76.996
flat,on request,sector 103,1.69,9146.0,3,3,3+,8.0,Relatively New,1670.0,0,0,0,0,0,1,49,"28.4949° N, 77.9845° E",28.4949,77.9845
flat,ss the leaf,sector 85,1.58,7714.0,3,4,3,8.0,Relatively New,2227.0,0,1,0,0,0,1,159,"28.4042° N, 77.9513° E",28.4042,77.9513
flat,la vida by tata housing,sector 113,3.72,13984.0,5,4,3+,0.0,New Property,2956.0,0,0,0,1,0,2,44,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,guru gram haryana cghs,sector 56,1.39,8424.0,3,2,3,6.0,Old Property,1750.0,0,1,0,1,0,0,89,"28.4245° N, 77.0991° E",28.4245,77.0991
house,vipul tatvam villa,sector 48,8.5,26235.0,4,4,2,2.0,Moderately Old,3240.0,0,1,1,1,0,1,88,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,pioneer park,sector 61,2.04,14623.0,3,3,3+,16.0,Moderately Old,1595.0,0,1,0,0,0,0,165,"28.4050° N, 77.0963° E",28.405,77.0963
house,vatika india next,sector 82,6.5,20062.0,4,3,0,2.0,Relatively New,3240.0,0,0,0,0,0,1,0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,emaar palm gardens,sector 83,1.72,9052.0,3,3,3,4.0,Relatively New,1600.0,0,1,0,0,0,0,165,"28.3986° N, 77.9647° E",28.3986,77.9647
flat,bptp pedestal,sector 70a,1.6,10158.0,3,3,3,2.0,New Property,1750.0,0,1,0,0,1,1,77,"28.3845° N, 77.0226° E",28.3845,77.0226
flat,greenopolis,sector 89,1.3,6806.0,3,3,3+,1.0,New Property,2122.0,0,1,0,0,0,1,35,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,microtek greenburg,sector 86,1.45,9797.0,3,2,3,8.0,Relatively New,1480.0,0,0,0,0,0,2,72,"28.3986° N, 77.9384° E",28.3986,77.9384
flat,m3m heights,sector 65,2.8,15000.0,3,3,3,20.0,Relatively New,1867.0,0,0,0,0,0,1,91,"28.4030° N, 77.0690° E",28.403,77.069
flat,ild greens,sector 37c,1.05,7500.0,3,3,3,4.0,New Property,1500.0,0,0,0,0,0,0,5,"28.4515° N, 77.9882° E",28.4515,77.9882
flat,emaar imperial gardens,sector 102,1.98,9900.0,3,3,3+,9.0,Relatively New,2222.0,0,1,0,0,0,0,72,"28.4750° N, 77.9715° E",28.475,77.9715
house,independent,sector 57,3.49,20197.0,4,4,2,3.0,Moderately Old,1728.0,1,1,0,1,0,0,49,"28.4232° N, 77.0752° E",28.4232,77.0752
house,vipul tatvam villa,sector 48,5.75,22184.0,4,4,2,2.0,Moderately Old,2592.0,0,1,0,0,0,1,30,"28.4177° N, 77.0359° E",28.4177,77.0359
house,independent,sector 45,8.5,26235.0,5,4,2,1.0,Moderately Old,3240.0,0,1,0,1,0,0,49,"28.4466° N, 77.0660° E",28.4466,77.066
flat,samadhan shri kamal cghs,sector 1,2.01,11426.0,4,4,3+,10.0,Moderately Old,1956.0,0,0,0,0,0,2,0,"28.5176° N, 77.0454° E",28.5176,77.0454
house,independent,sector 105,1.35,3857.0,5,3,3,3.0,Moderately Old,3500.0,0,0,0,0,0,1,0,"28.4952° N, 77.0114° E",28.4952,77.0114
house,independent,sector 49,4.5,15625.0,8,8,3,3.0,Moderately Old,2880.0,1,1,1,1,0,2,151,"28.4121° N, 77.0480° E",28.4121,77.048
flat,pyramid urban homes 2,sector 86,0.44,7321.0,2,2,2,6.0,Relatively New,668.0,0,0,0,0,0,0,63,"28.3986° N, 77.9384° E",28.3986,77.9384
flat,signature global city 37d ph 2,sector 37d,1.35,9375.0,3,3,3+,3.0,Relatively New,1600.0,0,0,0,1,0,1,51,"28.4478° N, 77.9703° E",28.4478,77.9703
flat,ild greens,sector 37c,0.78,5714.0,2,2,3,1.0,Moderately Old,1068.1,0,0,0,0,0,0,103,"28.4515° N, 77.9882° E",28.4515,77.9882
flat,om apartment dayanand colony,sector 5,0.26,4373.0,1,1,1,3.0,Relatively New,648.0,0,0,0,0,0,1,14,"28.4794° N, 77.0176° E",28.4794,77.0176
flat,pivotal devaan,sector 84,0.34,7039.0,2,2,1,1.0,Relatively New,537.0,0,0,1,0,0,0,84,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,signature global solera,sector 107,0.5,4761.0,3,2,2,5.0,Relatively New,850.0,0,0,0,0,1,1,35,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,bestech spa signature,sector 81,4.4,12571.0,4,4,3+,6.0,New Property,3700.0,1,1,0,1,1,2,49,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,emaar gurgaon greens,sector 102,1.45,8787.0,3,3,3,8.0,Relatively New,1300.0,0,1,0,0,0,1,49,"28.4750° N, 77.9715° E",28.475,77.9715
house,independent,sector 46,3.6,24845.0,5,5,3+,3.0,Moderately Old,1449.0,0,1,0,0,0,0,75,"28.4374° N, 77.0586° E",28.4374,77.0586
house,independent,sector 25,4.35,32222.0,5,4,3,3.0,Old Property,1350.0,0,1,0,0,0,1,49,"28.4844° N, 77.0860° E",28.4844,77.086
flat,hsiidc sidco shivalik apartments,manesar,0.85,5102.0,3,2,2,5.0,Moderately Old,1508.0,0,0,0,0,0,1,0,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,godrej icon,sector 88a,1.62,10018.0,3,2,3+,10.0,Relatively New,1463.0,1,0,0,0,0,2,49,"28.4347° N, 77.9557° E",28.4347,77.9557
flat,adani m2k oyster grande,sector 102,1.8,9528.0,3,4,3,17.0,Relatively New,1710.0,0,1,0,0,0,1,49,"28.4750° N, 77.9715° E",28.475,77.9715
flat,bestech park view sanskruti,sector 92,1.6,8020.0,3,4,3+,10.0,Relatively New,1615.0,0,1,0,0,1,0,174,"28.4079° N, 77.9153° E",28.4079,77.9153
flat,hsiidc sidco aravali,manesar,0.9,3648.0,4,4,3,7.0,Moderately Old,2233.0,0,0,0,0,0,1,0,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,ace palm floors,sector 89,0.97,7863.0,2,2,2,1.0,New Property,1371.0,1,0,0,0,0,1,28,"28.4253° N, 76.9439° E",28.4253,76.9439
